applicant_id,age,education_level,gig_platforms,num_platforms,work_experience,monthly_income,seasonal_variation,income_volatility,savings_balance,debt_to_income_ratio,credit_score,existing_loans,loan_amount_requested,transaction_frequency,avg_monthly_expenses,credit_card_utilization,subscription_services,financial_emergencies_last_year,inflation_rate,reason_for_loan,platform_ratings,customer_feedback_score,work_consistency,penalties,alternative_income_source,loan_coapplicant,location,urban_rural,avg_platform_tenure,family_dependents,cost_of_living_index,loan_approved
2308,24,High School,Upwork,1,14.0,26924.0,1.15,6950,,0.2980781281058159,,0,48910,19,21876.0,74,1,4,6.64,Medical Emergency,Upwork:3.8,75.4,1,0,Yes,No,Maharashtra,Rural,45.0,1.0,1.15,0
2753,33,High School,Fiverr,1,13.0,32195.0,1.05,2552,50328.0,0.2812728474091097,591.0,0,293099,17,54226.0,16,4,3,7.3,Medical Emergency,Fiverr:3.7,76.4,6,0,No,No,Tamil Nadu,Rural,15.0,1.0,1.05,0
148,58,High School,Dunzo,1,12.0,27510.0,0.8500000000000001,3310,69542.0,0.16136812059565311,531.0,0,14307,42,58702.0,87,0,2,5.52,Education,Dunzo:3.3,64.7,5,0,Yes,No,Tamil Nadu,Rural,26.0,3.0,1.05,0
505,59,High School,"Dunzo, Ola",2,1.0,46222.0,1.35,10730,135148.0,0.10261717676856204,792.0,0,34695,40,6835.0,18,3,2,7.7,Education,Dunzo:4.4; Ola:4.3,83.9,1,0,No,Yes,Tamil Nadu,,23.0,1.0,1.05,0
4614,56,Graduate,Rapido,1,2.0,36562.0,1.3,10153,62583.0,0.11031199658374169,659.0,0,390587,81,20205.0,55,1,2,7.08,Other,Rapido:4.3,87.2,4,0,Yes,No,West Bengal,Urban,10.0,0.0,0.9,0
2767,41,High School,"Swiggy, Fiverr",2,2.0,47784.0,1.1,11842,117603.0,0.2346089152298805,721.0,0,11940,50,28386.0,36,0,1,6.16,Other,Swiggy:4.9; Fiverr:4.0,90.1,6,1,Yes,No,West Bengal,Rural,13.5,2.0,0.9,1
842,30,Graduate,"Fiverr, Uber",2,7.0,42728.0,1.4,10381,107872.0,0.19088426285543802,756.0,2,373478,44,31768.0,63,4,0,3.53,Vehicle Purchase,Fiverr:3.1; Uber:3.5,63.3,2,0,Yes,No,West Bengal,Urban,31.5,1.0,0.9,0
1366,33,Postgraduate,"Amazon Flex, Upwork",2,,34932.0,0.9,2134,46918.0,0.31759567412435996,592.0,1,46169,49,,43,1,2,3.14,Vehicle Purchase,Amazon Flex:4.5; Upwork:3.6,78.2,1,0,No,No,Telangana,Rural,47.5,0.0,1.07,0
1919,23,Graduate,"Upwork, Dunzo",2,8.0,30730.0,0.9,7194,50482.0,0.22284237090826473,531.0,0,43451,72,25934.0,37,2,2,5.6,Other,Upwork:4.4; Dunzo:3.2,76.2,7,0,No,No,Delhi,Rural,37.0,1.0,1.25,0
2665,50,High School,"Rapido, Ola",2,13.0,50921.0,1.25,3833,116376.0,0.15107540271476505,,1,39090,45,18910.0,46,3,4,4.99,Other,Rapido:3.0; Ola:4.1,68.5,7,0,Yes,No,Karnataka,Rural,6.0,1.0,1.1,0
1375,56,Graduate,Amazon Flex,1,7.0,33594.0,1.0,6626,76428.0,0.18305648055588603,564.0,0,11386,99,54596.0,68,4,4,3.5,Debt Consolidation,Amazon Flex:3.1,65.1,6,0,Yes,No,Rajasthan,Rural,33.0,1.0,0.93,0
4367,38,High School,"Dunzo, UrbanClap",2,5.0,29891.0,1.45,2688,80925.0,0.26757299565440046,597.0,2,29999,80,47386.0,34,0,3,5.88,Vehicle Purchase,Dunzo:3.4; UrbanClap:3.1,65.8,4,0,Yes,No,Telangana,Rural,27.0,2.0,1.07,0
147,30,High School,Amazon Flex,1,12.0,49746.0,1.45,13341,75659.0,0.21276482925487178,827.0,0,90394,98,30211.0,50,3,3,4.95,Other,Amazon Flex:4.2,83.1,3,2,No,Yes,Uttar Pradesh,Rural,12.0,2.0,0.95,1
3757,36,Graduate,"Uber, Dunzo",2,4.0,27509.0,1.0,5427,71697.0,0.19178336453390993,567.0,0,25224,99,66161.0,86,0,0,7.6,Vehicle Purchase,Uber:3.2; Dunzo:3.8,72.2,2,1,Yes,No,Maharashtra,Rural,32.0,1.0,1.15,0
3923,57,Graduate,Rapido,1,3.0,36565.0,1.0,4346,108843.0,0.15431680915988913,666.0,1,114237,50,61838.0,64,3,4,7.43,Debt Consolidation,Rapido:4.1,83.3,4,1,No,No,Delhi,Urban,13.0,1.0,1.25,0
2841,28,Graduate,"Ola, Uber",2,11.0,50458.0,0.9500000000000001,12733,69171.0,0.24405438055688305,737.0,0,428566,10,44515.0,54,1,4,5.56,Home Renovation,Ola:4.1; Uber:4.9,88.1,3,0,No,No,Karnataka,Rural,8.0,1.0,1.1,0
4377,47,High School,Amazon Flex,1,13.0,11640.0,0.8,2112,22066.0,0.11704606219746963,,0,31639,72,,71,4,2,4.11,Vehicle Purchase,Amazon Flex:4.1,77.7,3,0,No,No,Rajasthan,Rural,9.0,0.0,0.93,0
1969,23,High School,Amazon Flex,1,4.0,,0.9500000000000001,5140,138825.0,0.16616222297644295,884.0,0,44841,27,46352.0,74,2,1,3.69,Other,Amazon Flex:3.2,68.7,6,0,No,Yes,Uttar Pradesh,Rural,33.0,0.0,0.95,0
1235,51,Graduate,UrbanClap,1,1.0,28771.0,1.4,4551,53630.0,0.1994133051583316,576.0,0,29613,10,16528.0,82,1,2,5.03,Home Renovation,UrbanClap:3.7,75.9,4,0,Yes,No,Tamil Nadu,Rural,10.0,1.0,1.05,0
4421,55,Graduate,Zomato,1,6.0,21434.0,1.2,5382,47343.0,0.2120136759675656,517.0,0,47124,66,26953.0,13,2,1,4.84,Business Expansion,Zomato:3.5,65.8,7,0,Yes,No,Gujarat,Rural,26.0,,1.0,0
4702,34,Postgraduate,Upwork,1,5.0,33320.0,0.8,2217,86138.0,0.12484178575711802,595.0,0,34249,21,28615.0,13,2,1,6.9,Business Expansion,Upwork:3.6,67.3,3,0,Yes,No,Gujarat,Rural,29.0,2.0,1.0,0
4368,27,Graduate,Zomato,1,14.0,39162.0,0.8500000000000001,5649,81947.0,0.392931818053307,596.0,2,124696,89,31654.0,88,2,0,7.41,Education,Zomato:3.3,70.6,7,0,No,No,Delhi,Rural,34.0,1.0,1.25,0
4358,58,Graduate,Upwork,1,1.0,42391.0,1.15,7225,115752.0,0.29879611690698604,688.0,0,16379,99,19816.0,65,3,2,3.17,Education,Upwork:3.8,79.4,4,0,No,No,Maharashtra,Urban,42.0,1.0,1.15,0
3752,43,High School,UrbanClap,1,0.0,22295.0,1.3,5673,63223.0,0.17990181554738718,511.0,0,149425,67,62651.0,48,1,1,4.36,Vehicle Purchase,UrbanClap:4.7,94.6,2,0,Yes,No,Maharashtra,Urban,14.0,3.0,1.15,0
3301,31,High School,Ola,1,9.0,43016.0,0.9,2256,,0.22586087338945585,742.0,1,14344,11,43935.0,71,0,1,7.01,Medical Emergency,Ola:4.8,94.5,1,0,No,No,Rajasthan,Rural,18.0,1.0,0.93,0
1957,53,Graduate,UrbanClap,1,12.0,23818.0,0.8,2430,38419.0,0.14197708835116762,,0,23050,51,5859.0,15,0,0,6.4,Business Expansion,UrbanClap:3.4,72.9,2,1,No,No,Telangana,Rural,27.0,1.0,1.07,0
115,34,Graduate,"Fiverr, Dunzo",2,8.0,56051.0,1.4,15787,,0.21287449439940884,888.0,2,48508,74,26544.0,32,4,0,3.79,Other,Fiverr:5.0; Dunzo:3.9,91.1,3,1,Yes,No,Karnataka,Urban,26.5,2.0,1.1,1
4660,39,High School,Rapido,1,14.0,34512.0,1.4,5276,65040.0,0.2498761320052702,625.0,0,25529,90,40733.0,26,2,4,6.0,Education,Rapido:4.4,91.0,1,0,No,No,Uttar Pradesh,Rural,37.0,1.0,0.95,0
1554,47,Graduate,Ola,1,7.0,,1.2,10434,,0.15859058142763544,733.0,0,402586,47,,88,4,4,3.45,Debt Consolidation,Ola:4.0,82.0,6,0,No,No,West Bengal,Rural,52.0,3.0,0.9,0
524,49,Graduate,"Ola, Amazon Flex",2,5.0,,1.2,2265,98475.0,0.34082849500565693,691.0,1,420258,96,66379.0,83,4,2,7.76,Vehicle Purchase,Ola:3.2; Amazon Flex:3.4,65.8,7,1,No,No,Telangana,Rural,29.5,1.0,1.07,0
2560,43,High School,Uber,1,6.0,,0.8500000000000001,3921,43713.0,0.23252177283391223,497.0,0,201512,32,35762.0,62,4,4,3.97,Medical Emergency,Uber:4.8,98.2,3,0,Yes,No,Gujarat,Rural,11.0,2.0,1.0,0
979,27,High School,Amazon Flex,1,13.0,17116.0,1.0,3878,25252.0,0.391595982377136,474.0,3,33359,34,15033.0,54,3,1,3.44,Vehicle Purchase,Amazon Flex:4.3,85.6,5,1,No,No,Karnataka,Rural,12.0,2.0,1.1,0
1872,49,Postgraduate,UrbanClap,1,13.0,32150.0,1.1,5512,,0.29902459989466024,,0,13098,75,67201.0,65,3,3,5.52,Medical Emergency,UrbanClap:4.4,90.8,1,0,No,Yes,West Bengal,Rural,17.0,1.0,0.9,0
1178,38,Graduate,Dunzo,1,8.0,37700.0,1.25,8996,89918.0,0.17406556379985702,690.0,1,30478,12,53301.0,34,1,2,3.93,Vehicle Purchase,Dunzo:3.3,69.5,6,1,No,No,Maharashtra,Rural,50.0,0.0,1.15,0
4869,59,,UrbanClap,1,0.0,,1.15,4612,70378.0,0.38931673833086317,749.0,2,46727,53,,43,2,1,7.12,Debt Consolidation,UrbanClap:3.3,68.9,3,0,No,No,Uttar Pradesh,Rural,48.0,2.0,0.95,0
3129,34,Postgraduate,"UrbanClap, Upwork",2,5.0,38075.0,1.1,10837,,0.29798878487007185,662.0,0,449236,69,60105.0,88,0,3,4.39,Business Expansion,UrbanClap:4.3; Upwork:3.9,80.2,5,0,Yes,Yes,Delhi,Rural,15.5,1.0,1.25,0
1498,59,High School,Amazon Flex,1,3.0,13647.0,1.05,1118,17848.0,0.1218209749536072,434.0,0,27255,71,66609.0,79,2,1,5.45,Medical Emergency,Amazon Flex:3.9,78.3,3,1,Yes,No,Tamil Nadu,,17.0,1.0,1.05,0
2736,41,Graduate,Dunzo,1,14.0,11330.0,0.9500000000000001,973,25455.0,0.18238585569692925,419.0,2,35025,46,,89,2,1,3.61,Medical Emergency,Dunzo:3.5,72.8,4,0,No,No,Bihar,Rural,33.0,1.0,0.85,0
1838,49,Graduate,Upwork,1,9.0,11053.0,1.35,2962,16221.0,0.34249823874091884,385.0,2,338210,84,18424.0,25,3,4,3.52,Vehicle Purchase,Upwork:4.9,95.7,2,2,No,No,Rajasthan,Rural,32.0,1.0,0.93,0
4692,37,High School,Swiggy,1,12.0,14790.0,1.3,807,,0.22771087019372854,,0,14302,60,13671.0,38,1,3,5.56,Vehicle Purchase,Swiggy:4.3,83.4,6,0,No,No,Karnataka,Urban,19.0,1.0,1.1,0
765,58,High School,"Rapido, Ola",2,7.0,29193.0,1.2,4741,84845.0,0.12441158956153722,,0,40447,22,35127.0,74,3,3,6.9,Home Renovation,Rapido:4.5; Ola:3.2,73.6,5,0,No,Yes,West Bengal,Rural,34.5,1.0,0.9,0
582,56,High School,"Upwork, Uber",2,6.0,35769.0,1.25,8612,,0.10347519273225139,639.0,0,20659,82,56143.0,16,3,4,3.27,Home Renovation,Upwork:3.4; Uber:3.8,73.2,2,0,No,No,Karnataka,Rural,29.5,0.0,1.1,0
2804,23,Postgraduate,"UrbanClap, Rapido",2,8.0,46964.0,1.15,7339,,0.2413087430420853,771.0,2,20541,56,52998.0,82,3,4,4.88,Home Renovation,UrbanClap:3.9; Rapido:4.4,82.2,6,0,No,No,Uttar Pradesh,Rural,23.0,2.0,0.95,1
942,29,High School,Upwork,1,14.0,32585.0,0.9500000000000001,5492,75440.0,0.17514343939678786,581.0,0,15367,99,16993.0,29,2,2,7.17,Vehicle Purchase,Upwork:4.7,91.7,5,0,No,No,Karnataka,Rural,22.0,3.0,1.1,0
4607,25,Graduate,UrbanClap,1,12.0,,1.4,8385,172327.0,0.15279342735681714,900.0,0,27643,94,22993.0,72,1,1,4.94,Home Renovation,UrbanClap:4.6,89.9,1,0,Yes,No,Karnataka,Urban,53.0,2.0,1.1,0
682,52,Graduate,"UrbanClap, Swiggy",2,11.0,21827.0,0.9500000000000001,5358,31732.0,0.13289930658346374,499.0,0,53205,50,34920.0,80,2,2,7.3,Education,UrbanClap:4.8; Swiggy:4.1,90.4,5,2,No,No,Karnataka,Urban,14.0,3.0,1.1,0
4991,33,High School,"Amazon Flex, UrbanClap",2,4.0,14122.0,1.05,1885,41471.0,0.28252416861694996,454.0,0,30613,56,15608.0,39,0,3,7.49,Vehicle Purchase,Amazon Flex:4.5; UrbanClap:3.4,78.8,3,0,No,No,Gujarat,Rural,37.5,2.0,1.0,0
3930,58,,UrbanClap,1,0.0,19887.0,1.25,2360,32339.0,0.16855156273145877,440.0,0,231062,42,9562.0,11,0,1,3.46,Education,UrbanClap:3.3,61.2,6,1,No,Yes,Maharashtra,Rural,32.0,0.0,1.15,0
2912,57,Postgraduate,Dunzo,1,11.0,43634.0,1.1,10004,108279.0,0.2200575741388257,725.0,0,23740,95,42432.0,36,1,2,5.3,Education,Dunzo:3.7,74.6,1,0,No,No,Gujarat,Rural,10.0,1.0,1.0,0
2539,24,High School,"Rapido, UrbanClap",2,,,1.2,8519,138588.0,0.3797684570684065,754.0,2,27121,64,34708.0,73,4,0,4.35,Education,Rapido:3.9; UrbanClap:3.3,76.7,6,0,No,Yes,Gujarat,,21.5,2.0,1.0,1
333,58,,Fiverr,1,12.0,37121.0,0.9500000000000001,3989,52331.0,0.3512455798931158,605.0,3,49740,68,30243.0,81,1,3,3.52,Home Renovation,Fiverr:5.0,98.2,4,2,No,No,Karnataka,Rural,26.0,2.0,1.1,0
3039,47,Graduate,Uber,1,13.0,47449.0,1.05,9588,89358.0,0.1622562723733009,784.0,0,16320,75,,16,1,3,7.64,Other,Uber:4.2,84.8,2,0,No,No,Maharashtra,Urban,17.0,3.0,1.15,0
1784,55,High School,Zomato,1,8.0,49069.0,1.3,10413,99876.0,0.27538509987951065,769.0,0,11833,42,36292.0,36,4,0,5.83,Other,Zomato:4.3,87.3,6,0,No,No,Uttar Pradesh,Rural,16.0,0.0,0.95,1
2679,25,Graduate,"Uber, Dunzo",2,7.0,20483.0,0.8,3588,56480.0,0.29256657192387453,492.0,0,38080,53,31766.0,77,2,4,6.83,Medical Emergency,Uber:4.0; Dunzo:3.6,80.6,2,0,No,Yes,Tamil Nadu,Urban,27.0,2.0,1.05,0
1138,57,Graduate,"Amazon Flex, Ola",2,2.0,47676.0,1.5,4885,79498.0,0.2363034156721832,750.0,0,38530,44,30778.0,41,3,1,3.98,Medical Emergency,Amazon Flex:4.4; Ola:3.8,80.1,5,1,Yes,Yes,Karnataka,Urban,34.0,1.0,1.1,1
2302,41,Postgraduate,"Swiggy, Amazon Flex",2,6.0,,1.35,3904,135308.0,0.12734754352952085,708.0,1,77907,87,11881.0,26,3,2,6.03,Business Expansion,Swiggy:4.0; Amazon Flex:3.2,73.0,2,0,No,No,Uttar Pradesh,Rural,55.0,3.0,0.95,0
2888,38,High School,"Dunzo, Swiggy",2,8.0,31846.0,1.0,7850,70829.0,0.1365355763447339,604.0,0,29168,57,30317.0,56,1,2,6.35,Debt Consolidation,Dunzo:4.2; Swiggy:3.8,81.0,7,0,No,No,Gujarat,Rural,41.5,2.0,1.0,0
1621,59,Graduate,Fiverr,1,8.0,,0.9500000000000001,5382,57195.0,0.15818592656243152,,0,48765,83,23591.0,47,0,2,7.2,Business Expansion,Fiverr:3.4,71.0,4,2,No,Yes,Uttar Pradesh,Urban,54.0,3.0,0.95,1
2535,52,High School,Ola,1,7.0,,0.8500000000000001,4493,66476.0,0.21171682846413292,,0,20560,61,49520.0,89,3,1,4.88,Education,Ola:4.5,94.6,1,0,No,No,Karnataka,Urban,59.0,1.0,1.1,0
3672,51,Graduate,"Zomato, Swiggy, Amazon Flex",3,10.0,39589.0,1.0,11090,90127.0,0.385252539405033,703.0,2,82124,18,32437.0,58,4,0,5.39,Medical Emergency,Zomato:3.6; Swiggy:4.0; Amazon Flex:3.2,74.4,3,0,No,No,Rajasthan,Rural,24.0,0.0,0.93,1
2245,58,Graduate,Uber,1,,58812.0,1.45,4031,91873.0,0.25318831727674557,863.0,0,35700,54,67794.0,58,3,4,4.99,Education,Uber:4.0,85.0,4,1,No,No,Gujarat,Rural,11.0,1.0,1.0,1
1131,22,High School,"Upwork, Fiverr, Swiggy",3,4.0,49636.0,1.25,9975,68758.0,0.289055679198733,712.0,1,18348,22,35775.0,59,0,4,6.01,Education,Upwork:3.8; Fiverr:3.5; Swiggy:4.9,77.1,5,0,Yes,No,Maharashtra,Rural,42.666666666666664,1.0,1.15,1
3688,59,Graduate,"Dunzo, UrbanClap",2,0.0,52324.0,1.5,10162,136135.0,0.2351029175653392,804.0,1,33432,69,,57,4,1,5.78,Education,Dunzo:3.9; UrbanClap:4.3,78.6,3,1,Yes,No,Maharashtra,Rural,14.0,1.0,1.15,1
4212,46,Graduate,"Fiverr, Zomato",2,8.0,35534.0,0.9500000000000001,3324,91144.0,0.2787210256685609,722.0,3,33454,72,,28,4,2,4.93,Education,Fiverr:4.6; Zomato:4.0,86.9,1,0,Yes,No,Uttar Pradesh,Rural,44.0,2.0,0.95,0
3498,59,Graduate,"Dunzo, UrbanClap, Ola",3,11.0,46571.0,1.2,4633,136704.0,0.11267765029181709,809.0,0,15625,20,,47,4,2,6.68,Other,Dunzo:3.5; UrbanClap:3.0; Ola:3.4,67.2,2,0,No,No,Gujarat,Urban,37.0,1.0,1.0,0
3088,52,High School,"Upwork, Zomato, Uber",3,11.0,52024.0,1.0,4451,92526.0,0.2749798464745275,807.0,1,455738,90,11952.0,77,3,4,5.96,Other,Upwork:4.5; Zomato:4.0; Uber:3.7,79.9,4,1,Yes,No,Delhi,Rural,39.333333333333336,2.0,1.25,1
4823,33,High School,Zomato,1,4.0,76674.0,1.5,8193,209657.0,0.27022826384818066,900.0,0,12652,88,15325.0,21,2,1,4.23,Other,Zomato:4.0,81.5,5,0,Yes,No,Bihar,Urban,17.0,,0.85,1
3859,26,Graduate,UrbanClap,1,13.0,50513.0,1.25,3379,93459.0,0.35392039377783063,820.0,1,41163,59,58293.0,62,1,1,4.88,Other,UrbanClap:3.6,68.0,5,1,No,No,Delhi,Rural,32.0,0.0,1.25,0
963,47,Graduate,Dunzo,1,2.0,34422.0,0.9,3766,47514.0,0.23027151948106778,682.0,1,250943,30,9466.0,60,0,1,4.79,Home Renovation,Dunzo:4.8,92.3,2,0,No,No,West Bengal,Rural,33.0,2.0,0.9,0
925,31,Postgraduate,Uber,1,7.0,35506.0,0.9500000000000001,3465,68259.0,0.18412449338812598,698.0,1,21879,71,68290.0,39,1,0,5.38,Vehicle Purchase,Uber:4.9,99.6,4,0,No,Yes,Karnataka,Urban,32.0,1.0,1.1,1
1301,25,,"Upwork, Uber",2,12.0,7425.0,1.35,1670,14940.0,0.12099826377078989,344.0,0,42139,90,64311.0,52,3,4,4.43,Debt Consolidation,Upwork:4.4; Uber:3.6,84.8,6,0,Yes,No,Karnataka,Rural,18.5,2.0,1.1,0
2354,38,Graduate,"Dunzo, Uber",2,10.0,38710.0,1.5,11066,60773.0,0.25889184276505917,694.0,0,30426,15,50780.0,58,2,3,3.73,Other,Dunzo:3.8; Uber:4.6,85.6,2,0,Yes,Yes,Karnataka,Rural,17.0,0.0,1.1,0
4337,36,High School,UrbanClap,1,14.0,44518.0,1.1,7161,122108.0,0.35604997884516104,741.0,1,38742,13,15536.0,73,0,1,5.09,Business Expansion,UrbanClap:3.6,75.6,5,0,No,No,Gujarat,Rural,11.0,4.0,1.0,1
3408,43,High School,"Rapido, Upwork",2,14.0,63805.0,1.3,11671,111503.0,0.23382858553894023,900.0,0,398592,35,28277.0,75,2,0,7.41,Medical Emergency,Rapido:3.2; Upwork:3.3,64.7,1,0,No,No,Karnataka,Urban,31.0,1.0,1.1,0
4834,48,High School,Amazon Flex,1,13.0,49008.0,1.5,14080,119902.0,0.17086211684035202,790.0,0,150511,43,5910.0,34,3,2,7.42,Education,Amazon Flex:4.3,87.8,2,0,No,No,Delhi,Urban,19.0,1.0,1.25,0
124,57,High School,Zomato,1,7.0,25047.0,1.25,5309,73011.0,0.18314682667773047,591.0,0,232524,65,5266.0,67,4,2,7.59,Vehicle Purchase,Zomato:4.8,95.2,3,0,Yes,No,Karnataka,Rural,27.0,2.0,1.1,0
1209,52,High School,"UrbanClap, Swiggy, Rapido",3,7.0,51211.0,0.9500000000000001,10404,139454.0,0.15477989961306518,792.0,1,30737,86,22828.0,87,1,2,6.49,Home Renovation,UrbanClap:3.2; Swiggy:4.9; Rapido:3.3,76.7,3,1,No,No,Uttar Pradesh,Rural,31.333333333333332,0.0,0.95,1
698,39,Graduate,"Dunzo, Zomato",2,12.0,,1.05,2307,34403.0,0.2951820320518547,549.0,0,10006,58,59232.0,47,1,0,6.96,Education,Dunzo:4.6; Zomato:4.3,92.7,2,1,Yes,No,Karnataka,Rural,20.0,0.0,1.1,0
3420,28,High School,Upwork,1,8.0,18355.0,1.2,2232,35917.0,0.26150584273523314,427.0,0,13857,63,19910.0,85,0,4,5.83,Debt Consolidation,Upwork:4.3,86.1,6,0,Yes,Yes,Uttar Pradesh,Urban,45.0,1.0,0.95,0
3848,34,High School,"Fiverr, Swiggy",2,,29813.0,0.9,2044,57678.0,0.2383358685226222,600.0,0,41136,41,,51,0,2,6.41,Vehicle Purchase,Fiverr:4.9; Swiggy:3.9,86.0,4,0,No,Yes,West Bengal,Rural,8.0,3.0,0.9,0
4868,39,High School,"Upwork, Uber",2,2.0,49243.0,1.15,2631,115083.0,0.151324805550595,,0,34446,95,17831.0,29,4,0,3.03,Home Renovation,Upwork:4.5; Uber:3.2,77.6,5,0,No,No,Delhi,Rural,28.0,2.0,1.25,1
3336,38,,Ola,1,6.0,42249.0,1.2,6212,81990.0,0.24398988735750896,725.0,0,18421,59,8644.0,11,4,0,4.31,Education,Ola:3.2,61.4,7,0,Yes,No,Karnataka,Rural,28.0,1.0,1.1,0
3037,23,High School,"Uber, Rapido",2,13.0,34194.0,1.4,7296,41628.0,0.2420261507999423,620.0,2,20523,71,33361.0,40,2,2,6.76,Medical Emergency,Uber:3.4; Rapido:3.3,70.7,6,1,Yes,No,Maharashtra,Rural,18.5,,1.15,0
3780,33,Graduate,Dunzo,1,9.0,,1.05,3751,48403.0,0.1672018821680954,523.0,0,30312,86,6636.0,39,2,2,6.61,Vehicle Purchase,Dunzo:3.7,76.7,3,0,Yes,Yes,Uttar Pradesh,Rural,30.0,3.0,0.95,0
4420,47,Graduate,"Rapido, Zomato",2,9.0,46665.0,1.4,9824,64268.0,0.21596803555867,793.0,2,48607,45,,30,1,0,5.4,Medical Emergency,Rapido:3.0; Zomato:3.5,66.0,5,0,No,No,Maharashtra,Urban,31.5,1.0,1.15,0
299,23,High School,Ola,1,5.0,47771.0,1.1,9561,68907.0,0.36006155082032165,800.0,2,16004,75,47400.0,81,2,4,7.71,Vehicle Purchase,Ola:3.5,73.7,7,1,No,Yes,Karnataka,Urban,18.0,3.0,1.1,1
3831,49,Graduate,"Zomato, Rapido",2,0.0,58060.0,1.1,6933,136035.0,0.22535616043085507,817.0,0,22674,65,,11,3,3,5.96,Home Renovation,Zomato:3.2; Rapido:4.3,76.3,2,0,No,No,Maharashtra,Urban,30.5,2.0,1.15,0
3044,29,High School,Dunzo,1,7.0,49592.0,1.25,12150,,0.1612127897707215,807.0,0,26941,22,,30,0,3,6.73,Education,Dunzo:3.0,61.1,6,3,No,No,Rajasthan,Urban,55.0,1.0,0.93,0
1525,54,Graduate,"Fiverr, Ola",2,9.0,47747.0,1.5,12991,67573.0,0.26274669812480844,755.0,0,160494,60,54506.0,89,4,1,3.07,Education,Fiverr:4.1; Ola:4.4,87.5,7,0,Yes,No,Telangana,Urban,27.5,2.0,1.07,1
1633,26,Graduate,Uber,1,0.0,45576.0,1.1,5428,92415.0,0.295441159405619,773.0,0,44411,89,15023.0,35,1,2,4.97,Debt Consolidation,Uber:3.6,69.8,7,1,No,No,Telangana,Rural,39.0,0.0,1.07,0
4437,43,Graduate,"Uber, Rapido",2,9.0,23871.0,0.9,1365,35974.0,0.19474268302976902,508.0,0,152080,17,68002.0,19,1,0,6.95,Other,Uber:3.5; Rapido:4.4,80.8,3,3,No,Yes,Karnataka,Rural,33.5,1.0,1.1,0
2281,41,High School,Swiggy,1,,43747.0,1.45,7802,111421.0,0.19911187866361882,742.0,1,483837,12,44525.0,10,2,4,4.07,Business Expansion,Swiggy:4.8,94.6,3,1,No,No,Rajasthan,Rural,5.0,0.0,0.93,1
1986,59,High School,"Uber, Upwork",2,3.0,,0.9500000000000001,7204,81011.0,0.13149268214320503,555.0,0,39739,80,69815.0,66,0,2,5.91,Vehicle Purchase,Uber:3.3; Upwork:3.3,69.0,3,1,No,No,Gujarat,Rural,33.0,4.0,1.0,0
4509,35,High School,UrbanClap,1,6.0,19139.0,0.8500000000000001,1670,,0.18332386104238038,478.0,2,40651,85,51903.0,65,4,4,7.33,Education,UrbanClap:4.4,91.7,1,0,No,No,Uttar Pradesh,Urban,33.0,1.0,0.95,0
4333,55,,Uber,1,10.0,23095.0,0.9500000000000001,2868,60563.0,0.2862760177165933,569.0,0,23635,96,69531.0,66,1,3,5.22,Other,Uber:3.9,78.2,2,0,No,No,Rajasthan,Urban,24.0,3.0,0.93,0
897,43,High School,"Zomato, Uber",2,1.0,55832.0,0.9500000000000001,11582,162199.0,0.2273227959431217,856.0,0,16886,30,26228.0,59,1,2,3.49,Business Expansion,Zomato:3.9; Uber:4.5,83.0,3,0,Yes,No,Delhi,Urban,44.5,0.0,1.25,1
552,37,High School,Upwork,1,14.0,,1.1,2568,27452.0,0.2781665032934285,,0,21029,97,6658.0,44,4,2,4.89,Home Renovation,Upwork:4.9,97.2,1,1,Yes,No,Maharashtra,Urban,58.0,2.0,1.15,0
4581,39,Postgraduate,Amazon Flex,1,8.0,38340.0,1.1,2032,66349.0,0.17545278702861541,713.0,2,227253,88,24952.0,24,4,0,7.01,Business Expansion,Amazon Flex:4.6,87.2,3,0,Yes,No,Telangana,Rural,26.0,1.0,1.07,1
1697,59,High School,Zomato,1,4.0,43179.0,1.5,5640,112494.0,0.22419003481941116,705.0,2,49123,94,29296.0,20,4,1,6.46,Education,Zomato:4.4,88.5,4,1,No,Yes,Tamil Nadu,Rural,8.0,2.0,1.05,1
3165,43,High School,Uber,1,1.0,35692.0,1.25,9824,98876.0,0.14605090617673297,652.0,0,48247,82,58865.0,83,3,1,4.67,Other,Uber:4.6,91.4,6,0,No,No,Delhi,Rural,12.0,1.0,1.25,0
3019,52,Graduate,"Amazon Flex, UrbanClap",2,11.0,54273.0,1.5,5299,114605.0,0.1433677830861303,853.0,0,41000,14,52413.0,60,1,2,6.96,Home Renovation,Amazon Flex:3.4; UrbanClap:3.1,65.4,1,1,No,No,Gujarat,Rural,23.0,3.0,1.0,0
3807,30,,Dunzo,1,5.0,48934.0,1.15,5644,,0.14419404844338204,786.0,0,40968,61,6831.0,33,3,1,5.52,Vehicle Purchase,Dunzo:4.4,85.3,2,0,No,No,Uttar Pradesh,Urban,36.0,0.0,0.95,0
2390,37,Graduate,"Swiggy, Uber, Upwork",3,1.0,45396.0,1.15,10093,123821.0,0.20068250417685723,751.0,0,46279,79,22777.0,77,2,4,5.4,Debt Consolidation,Swiggy:4.3; Uber:3.9; Upwork:3.2,74.7,7,0,No,No,Karnataka,Rural,32.333333333333336,3.0,1.1,1
